capability_id,domain,package,package_version,slug,title,kind,incorporation_assumption,path,sha256
SK-104,05-styles-themes-css,tailwindcss,^4.1.9,css-generation-optimization,CSS Generation and Optimization,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss/css-generation-optimization/SKILL.md,228b9e041d7deaa60ad649b4f3694e883231f451ce789472374804b88532c836
SK-105,05-styles-themes-css,class-variance-authority,^0.7.1,component-variants,Component Variants,atomic-package-capability,none,skills/05-styles-themes-css/class-variance-authority/component-variants/SKILL.md,13e211d0a58c1c25aff381df3dc971fcbf80b07d628bea85fc29f7691639fe22
SK-106,05-styles-themes-css,class-variance-authority,^0.7.1,compound-variants,Compound Variants,atomic-package-capability,none,skills/05-styles-themes-css/class-variance-authority/compound-variants/SKILL.md,483bb6c1a638484961886614d98f654d870b3bd6ef4b9b797b8fedc9b9834de8
SK-107,05-styles-themes-css,class-variance-authority,^0.7.1,typed-variant-props,Typed Variant Props,atomic-package-capability,none,skills/05-styles-themes-css/class-variance-authority/typed-variant-props/SKILL.md,c07ab9bb5304ae3cf1f41e0bd6545f12ccae92b69e6c8ecdaaf67dc6b9f46546
SK-108,05-styles-themes-css,clsx,^2.1.1,conditional-class-composition,Conditional Class Composition,atomic-package-capability,none,skills/05-styles-themes-css/clsx/conditional-class-composition/SKILL.md,be14b8533f79cf750475ec581c861616e8e8151d29c09345d3a0ef7c0a065de2
SK-109,05-styles-themes-css,tailwind-merge,^3.3.1,tailwind-conflict-resolution,Tailwind Conflict Resolution,atomic-package-capability,none,skills/05-styles-themes-css/tailwind-merge/tailwind-conflict-resolution/SKILL.md,ad05a59cff609d85952f71f80044bf3f206756bc9796e68b95b4527cd2921886
SK-110,05-styles-themes-css,tailwind-merge,^3.3.1,predictable-style-overrides,Predictable Style Overrides,atomic-package-capability,none,skills/05-styles-themes-css/tailwind-merge/predictable-style-overrides/SKILL.md,529ff75d7cd8c1cc8a780ab45483e4145b58b89d6ea654c6ef7c92dc678d1329
SK-111,05-styles-themes-css,next-themes,^0.4.6,theme-switching,Theme Switching,atomic-package-capability,none,skills/05-styles-themes-css/next-themes/theme-switching/SKILL.md,58651c9c4a64f66bb13e291f8c9b151544963ebd63290f536f677c24e58bbd04
SK-112,05-styles-themes-css,next-themes,^0.4.6,system-theme-preference,System Theme Preference,atomic-package-capability,none,skills/05-styles-themes-css/next-themes/system-theme-preference/SKILL.md,39d2ef781bf59bd7d9feeca7f1612719feadb7a79b41bf528d28646440d608a0
SK-113,05-styles-themes-css,next-themes,^0.4.6,theme-persistence-no-flash,Theme Persistence and Flash Prevention,atomic-package-capability,none,skills/05-styles-themes-css/next-themes/theme-persistence-no-flash/SKILL.md,7742ce80bf68f0e5ed0b9fec6fed2505be8bec014d0b2f624869937e62bbbd4a
SK-114,05-styles-themes-css,@emotion/is-prop-valid,latest,dom-prop-filtering,DOM Prop Filtering,atomic-package-capability,none,skills/05-styles-themes-css/emotion-is-prop-valid/dom-prop-filtering/SKILL.md,cdfdc903e95e21b2c39f2c524e18c9938dde9f0d38767492d26c93dab985cebd
SK-115,05-styles-themes-css,postcss,^8.5,css-processing-pipeline,CSS Processing Pipeline,atomic-package-capability,none,skills/05-styles-themes-css/postcss/css-processing-pipeline/SKILL.md,aa853ce2930961e5e7d223e722ab10d7aeb8d7da7ee005b7e3acd5142eb88b95
SK-116,05-styles-themes-css,postcss,^8.5,postcss-plugin-transforms,PostCSS Plugin Transformations,atomic-package-capability,none,skills/05-styles-themes-css/postcss/postcss-plugin-transforms/SKILL.md,60466cd18863eb57cbff3d0be90386b1ccd3346a2c2f714281676fbd5dc91c3b
SK-117,05-styles-themes-css,@tailwindcss/postcss,^4.1.9,tailwind-postcss-integration,Tailwind PostCSS Integration,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss-postcss/tailwind-postcss-integration/SKILL.md,d91debc031f881bfad85b742c68054d6350554b26b7cf25526a76d88e37e0259
SK-118,05-styles-themes-css,autoprefixer,^10.4.20,browser-prefix-compatibility,Browser Prefix Compatibility,atomic-package-capability,none,skills/05-styles-themes-css/autoprefixer/browser-prefix-compatibility/SKILL.md,4bf67c3999dea94b3c4623e2755be54fbe2d42db1e314e8758b337a7943e403c
SK-119,05-styles-themes-css,tailwindcss-animate,^1.0.7,utility-animations,Utility Animations,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss-animate/utility-animations/SKILL.md,c20ca916e2af58cb6623ef4f2bd85604bd043608f40f7f0c5b433ed9f6395e86
SK-120,05-styles-themes-css,tailwindcss-animate,^1.0.7,enter-exit-states,Enter and Exit States,atomic-package-capability,none,skills/05-styles-themes-css/tailwindcss-animate/enter-exit-states/SKILL.md,25f8a2c5f028f70f8a319f68111b52f011db12c2be4bcc88ecd6f6199b7d8a23
SK-121,05-styles-themes-css,tw-animate-css,1.3.3,animation-presets,Animation Presets,atomic-package-capability,none,skills/05-styles-themes-css/tw-animate-css/animation-presets/SKILL.md,6a18a989d35dd8a64d01f084861834fc9c7d269f9e472cf902aaf4bdb2b99960
SK-122,05-styles-themes-css,tw-animate-css,1.3.3,animation-composition,Animation Composition,atomic-package-capability,none,skills/05-styles-themes-css/tw-animate-css/animation-composition/SKILL.md,a2e779a53d498188feb3ba57daf54a237f3556285ec58531242082478deadebf
SK-123,06-interaction-visualization-ux,framer-motion,12.42.2,declarative-animation,Declarative Animation,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/declarative-animation/SKILL.md,57b3ba0aa611ae2dbaa3f4a1ad4d09c4728a4bbe7d4e188d32b15f885168e172
SK-124,06-interaction-visualization-ux,framer-motion,12.42.2,motion-variants,Motion Variants,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/motion-variants/SKILL.md,098141136437df86b2a62550a15a679504297e03089780e34387b753a428f512
SK-125,06-interaction-visualization-ux,framer-motion,12.42.2,interaction-gestures,Interaction Gestures,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/interaction-gestures/SKILL.md,3ca40a9bfd4aa5dcb1ec6faf61df8e1ee4f52ccde6fc378f1bda8c455617af2d
SK-126,06-interaction-visualization-ux,framer-motion,12.42.2,drag-interactions,Drag Interactions,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/drag-interactions/SKILL.md,1c3a89b270250c90a189a836b48b76ff28ee3ab5bd52b4fb82e3ef6ab95bf668
SK-127,06-interaction-visualization-ux,framer-motion,12.42.2,layout-animation,Layout Animation,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/layout-animation/SKILL.md,acc448e6a7f093cfdda960e9bcf3f3602a431ebc8f528aaa6e02fad94e4a0cd0
SK-128,06-interaction-visualization-ux,framer-motion,12.42.2,presence-transitions,Presence Transitions,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/presence-transitions/SKILL.md,84c13282caaed99b0cb4983dc6b039bf1c7e62b468dae5cdf981d4803f4421e4
SK-129,06-interaction-visualization-ux,framer-motion,12.42.2,scroll-reduced-motion,Scroll Animation and Reduced Motion,atomic-package-capability,none,skills/06-interaction-visualization-ux/framer-motion/scroll-reduced-motion/SKILL.md,27854a84549adfd69ac15419ad9c0939c4e927ef854154021c67fca3c7e691c0
SK-130,06-interaction-visualization-ux,embla-carousel-react,8.5.1,carousel-foundation,Carousel Foundation,atomic-package-capability,none,skills/06-interaction-visualization-ux/embla-carousel-react/carousel-foundation/SKILL.md,fa46413d1118d00fe789215cf0bcafb89db02dad9911af4304e7f47b990a7055
SK-131,06-interaction-visualization-ux,embla-carousel-react,8.5.1,carousel-snapping,Carousel Snapping,atomic-package-capability,none,skills/06-interaction-visualization-ux/embla-carousel-react/carousel-snapping/SKILL.md,a92cb5f38959e1b17a5f7737a4fa05218e1c66149983f980a247c69f046cd8bf
SK-132,06-interaction-visualization-ux,embla-carousel-react,8.5.1,carousel-gestures,Carousel Gestures,atomic-package-capability,none,skills/06-interaction-visualization-ux/embla-carousel-react/carousel-gestures/SKILL.md,97413def8cee4f1b182a4e93196a7ea47947a79033bd124a071c1dd08771e006
SK-133,06-interaction-visualization-ux,embla-carousel-react,8.5.1,carousel-looping,Carousel Looping,atomic-package-capability,none,skills/06-interaction-visualization-ux/embla-carousel-react/carousel-looping/SKILL.md,5e3c6bcfa8cc204dcb42df6126e0e5b77df75b0781c8419bb881679cff7b9a6a
SK-134,06-interaction-visualization-ux,embla-carousel-react,8.5.1,carousel-controls-plugins,Carousel Controls and Plugins,atomic-package-capability,none,skills/06-interaction-visualization-ux/embla-carousel-react/carousel-controls-plugins/SKILL.md,d8b96eb1578c249e6f747a9294cf138039d6b1de8ceba4f0486f3223c37c49a6
SK-135,06-interaction-visualization-ux,cmdk,1.0.4,command-palette,Command Palette,atomic-package-capability,none,skills/06-interaction-visualization-ux/cmdk/command-palette/SKILL.md,54fba7c3dc26d3cecf35248d027bd16bb852986ce5fd2c9910e831b504f8b043
SK-136,06-interaction-visualization-ux,cmdk,1.0.4,command-search,Command Search,atomic-package-capability,none,skills/06-interaction-visualization-ux/cmdk/command-search/SKILL.md,0eef711c68a1188202e2d4b005471e0482e7bf10deee2280935e213cefdc1b5b
SK-137,06-interaction-visualization-ux,cmdk,1.0.4,command-keyboard-navigation,Command Keyboard Navigation,atomic-package-capability,none,skills/06-interaction-visualization-ux/cmdk/command-keyboard-navigation/SKILL.md,011a20e8c44280258526133dd71e0ae9146f47ab58217160082292b4e62d8120
SK-138,06-interaction-visualization-ux,cmdk,1.0.4,command-groups-actions,Command Groups and Actions,atomic-package-capability,none,skills/06-interaction-visualization-ux/cmdk/command-groups-actions/SKILL.md,91284f2df593914d78639211c5ee600b339ff94c12b333dc9e94157b738260fa
SK-139,06-interaction-visualization-ux,vaul,^1.1.2,drawer-foundation,Drawer Foundation,atomic-package-capability,none,skills/06-interaction-visualization-ux/vaul/drawer-foundation/SKILL.md,49d49d6d56699e425ac8f146db9e37e1dd8b6a091de872e14f96a2a066fa1749
SK-140,06-interaction-visualization-ux,vaul,^1.1.2,drawer-gestures,Drawer Gestures,atomic-package-capability,none,skills/06-interaction-visualization-ux/vaul/drawer-gestures/SKILL.md,1a2f8794ce3150aca7bf665a22ae7cc0d1f0361dacd53e3891ab722f7c3cdcf2
SK-141,06-interaction-visualization-ux,vaul,^1.1.2,drawer-snap-points,Drawer Snap Points,atomic-package-capability,none,skills/06-interaction-visualization-ux/vaul/drawer-snap-points/SKILL.md,c2edce5391052cca329ccc05d5de21f272b61dfec00eea7d1c9b1cbc89ae68fe
SK-142,06-interaction-visualization-ux,vaul,^1.1.2,nested-drawers,Nested Drawers,atomic-package-capability,none,skills/06-interaction-visualization-ux/vaul/nested-drawers/SKILL.md,4e66684e4978bf9ad927ecfe65451d352e5087ab161d47a4bd8c78f11fafd935
SK-143,06-interaction-visualization-ux,react-resizable-panels,^2.1.7,resizable-panel-layout,Resizable Panel Layout,atomic-package-capability,none,skills/06-interaction-visualization-ux/react-resizable-panels/resizable-panel-layout/SKILL.md,5a05918a30c0d956ef7e54ca0c642f7a27a6e5d759ce78c8c0272dbe744ffffc
SK-144,06-interaction-visualization-ux,react-resizable-panels,^2.1.7,panel-resize-collapse,Panel Resize and Collapse,atomic-package-capability,none,skills/06-interaction-visualization-ux/react-resizable-panels/panel-resize-collapse/SKILL.md,3b80944dbc7bd9ad0b44e5df72ce64a363fde98d0f827bec4e8671c58bf186ac
SK-145,06-interaction-visualization-ux,react-resizable-panels,^2.1.7,panel-layout-persistence,Panel Layout Persistence,atomic-package-capability,none,skills/06-interaction-visualization-ux/react-resizable-panels/panel-layout-persistence/SKILL.md,a9d324425a22ddf72a84158ae94b6b5f5bdb9cb1d8b1dff1023ad753273f79d6
SK-146,06-interaction-visualization-ux,recharts,2.15.4,chart-series,Chart Series,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/chart-series/SKILL.md,8b960ea821e6047d23b6e3c88a0efd7a73182c9751e20251c9eefd4e78c970b5
SK-147,06-interaction-visualization-ux,recharts,2.15.4,chart-axes-scales,Chart Axes and Scales,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/chart-axes-scales/SKILL.md,00eb256c86b03c40bd01ff9900fa2cdc11ca883668f5b959534f00ee9d6e075f
SK-148,06-interaction-visualization-ux,recharts,2.15.4,responsive-charts,Responsive Charts,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/responsive-charts/SKILL.md,5409b067b93ef9cb4c1de0101c3a1fb25e9f21f46433853a04cb93c7bde09920
SK-149,06-interaction-visualization-ux,recharts,2.15.4,chart-tooltip-legend,Chart Tooltip and Legend,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/chart-tooltip-legend/SKILL.md,3732a04e0c212c0d918b9a5b05feac4ff36e5a8af83cefc1e586bcfc451d3d13
SK-150,06-interaction-visualization-ux,recharts,2.15.4,composed-charts,Composed Charts,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/composed-charts/SKILL.md,9749638a216533933a1b5dba944827d1a37c7344f44c29958bcb7e8a2705b3fa
SK-151,06-interaction-visualization-ux,recharts,2.15.4,chart-accessibility,Chart Accessibility,atomic-package-capability,none,skills/06-interaction-visualization-ux/recharts/chart-accessibility/SKILL.md,6311068b3ce49d734cd4e3afb139824fde1dde72bdac5ed6524802a7c244b591
SK-152,06-interaction-visualization-ux,sonner,^1.7.4,transient-feedback,Transient Feedback,atomic-package-capability,none,skills/06-interaction-visualization-ux/sonner/transient-feedback/SKILL.md,7a11516ca63e6fe8900199a73fd6946ed9921ffff2219c85044261d5e687ac65
SK-153,06-interaction-visualization-ux,sonner,^1.7.4,promise-toasts,Promise-driven Toasts,atomic-package-capability,none,skills/06-interaction-visualization-ux/sonner/promise-toasts/SKILL.md,fb54c751cbe374da6fafc6c77e218869d364c26871ebf3c5506da99808be32a9
SK-154,06-interaction-visualization-ux,sonner,^1.7.4,toast-actions-lifecycle,Toast Actions and Lifecycle,atomic-package-capability,none,skills/06-interaction-visualization-ux/sonner/toast-actions-lifecycle/SKILL.md,6940701f08d1f0642857cf40c598b7dd6cc11df2491b8ed91ea4d221a4a8aafe
SK-155,06-interaction-visualization-ux,lucide-react,^0.454.0,semantic-icon-catalog,Semantic Icon Catalog,atomic-package-capability,none,skills/06-interaction-visualization-ux/lucide-react/semantic-icon-catalog/SKILL.md,93b927b31d23178c7610675d033b5f80b55576fb69eed32a9fad9550900f2240
SK-156,06-interaction-visualization-ux,lucide-react,^0.454.0,icon-customization-optimization,Icon Customization and Optimization,atomic-package-capability,none,skills/06-interaction-visualization-ux/lucide-react/icon-customization-optimization/SKILL.md,eb92c844ef2a9927cacc39569733966de8fcdf738d4b3556b354b248f3bbcb39
SK-157,07-analytics-performance,@vercel/analytics,1.3.1,pageview-analytics,Page-view Analytics,atomic-package-capability,none,skills/07-analytics-performance/vercel-analytics/pageview-analytics/SKILL.md,6bef99bc050263087764f967e8459e12132eb3bf87e868061435b1c1b976bad6
SK-158,07-analytics-performance,@vercel/analytics,1.3.1,custom-events,Custom Product Events,atomic-package-capability,none,skills/07-analytics-performance/vercel-analytics/custom-events/SKILL.md,b91616d2eb798addc63f07e630f092b507f0d0a4eea4e7b6c1d4df9831258231
SK-159,07-analytics-performance,@vercel/analytics,1.3.1,funnels,Product Funnels,atomic-package-capability,none,skills/07-analytics-performance/vercel-analytics/funnels/SKILL.md,bede81298f19f6df3f53c9cbfdba0582264e4e003166fe4f5c38ced35e7281e7
SK-160,07-analytics-performance,@vercel/analytics,1.3.1,segmentation-privacy,Segmentation and Privacy,atomic-package-capability,none,skills/07-analytics-performance/vercel-analytics/segmentation-privacy/SKILL.md,dd3481da45716f90321b39891fcb7aa34fb86de5704e4faa922fbc758b302141
SK-161,07-analytics-performance,@vercel/speed-insights,^2.0.0,core-web-vitals,Core Web Vitals,atomic-package-capability,none,skills/07-analytics-performance/vercel-speed-insights/core-web-vitals/SKILL.md,7b129b1bd3af1729fa930f2caee657386e31d24b50f76fc0c84f17acd6e4f86c
SK-162,07-analytics-performance,@vercel/speed-insights,^2.0.0,real-user-monitoring,Real User Monitoring,atomic-package-capability,none,skills/07-analytics-performance/vercel-speed-insights/real-user-monitoring/SKILL.md,38bd6282b0267add41c075faa21aaba494dae8d68f743877b8c2bf04dd137bde
SK-163,07-analytics-performance,@vercel/speed-insights,^2.0.0,performance-regressions,Performance Regression Detection,atomic-package-capability,none,skills/07-analytics-performance/vercel-speed-insights/performance-regressions/SKILL.md,67443e740da3abc7e1d09d11d58454343b0b7fa8eaf18399b0e03eef859c3599
SK-164,07-analytics-performance,@vercel/speed-insights,^2.0.0,route-environment-performance,Route and Environment Performance,atomic-package-capability,none,skills/07-analytics-performance/vercel-speed-insights/route-environment-performance/SKILL.md,6da63161fd105796743d8c3005f0e94a097ba1144e102986badc20a1a04ad4f7
SK-165,08-quality-engineering,@playwright/test,^1.62.1,end-to-end-testing,End-to-end Testing,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/end-to-end-testing/SKILL.md,d126766d764e9a74693dc2c22d4463593ec7953170a49879bac16dfaaa3dd171
SK-166,08-quality-engineering,@playwright/test,^1.62.1,cross-browser-projects,Cross-browser Projects,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/cross-browser-projects/SKILL.md,e0da812c28dcb255b26a0b6cbba629f3c126ff197920b67a3ca6e1830b9870e5
SK-167,08-quality-engineering,@playwright/test,^1.62.1,fixtures-isolation,Fixtures and Test Isolation,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/fixtures-isolation/SKILL.md,008b8cad0e76f65af39720f4de77c850fe5f0f9f338a5fc0fb9c00533c4f142a
SK-168,08-quality-engineering,@playwright/test,^1.62.1,network-control,Network Control,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/network-control/SKILL.md,e5fea981f69538d84634d2c7cbbcef2d3a310dbba4f3bc37dd36be47f6f0fd3b
SK-169,08-quality-engineering,@playwright/test,^1.62.1,visual-testing,Visual Testing,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/visual-testing/SKILL.md,6fba797bf1582f427e6eaafb1d6da0d0a525ca9a4498975006dc74fa947736cd
SK-170,08-quality-engineering,@playwright/test,^1.62.1,authenticated-testing,Authenticated Testing,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/authenticated-testing/SKILL.md,aa04646ac5b186848c1e27381ea420786448f8379da1046f8cd46ffe7a20a301
SK-171,08-quality-engineering,@playwright/test,^1.62.1,traces-debugging,Traces and Debugging,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/traces-debugging/SKILL.md,671c5dd96a163d68c54cd447408c5ce8b8d84d50d0fce415ea471459cf39d978
SK-172,08-quality-engineering,@playwright/test,^1.62.1,parallel-ci-execution,Parallel CI Execution,atomic-package-capability,none,skills/08-quality-engineering/playwright-test/parallel-ci-execution/SKILL.md,599360167d6bb257c127a6f3f9da86137b779c22277f16cd044a06ee2e5c534f
SK-173,08-quality-engineering,@axe-core/playwright,^4.12.1,accessibility-audit,Automated Accessibility Audit,atomic-package-capability,none,skills/08-quality-engineering/axe-core-playwright/accessibility-audit/SKILL.md,d3d94e2ff9141b6317fecc9c4967ef5af1da515a49afe1807c58a2abb4561c37
SK-174,08-quality-engineering,@axe-core/playwright,^4.12.1,accessibility-scope,Accessibility Audit Scope,atomic-package-capability,none,skills/08-quality-engineering/axe-core-playwright/accessibility-scope/SKILL.md,1ba88576327922611e451f2f6511e9351135f7ae8c0234c885dc78a996c8d3d3
SK-175,08-quality-engineering,@axe-core/playwright,^4.12.1,accessibility-rules-exceptions,Accessibility Rules and Exceptions,atomic-package-capability,none,skills/08-quality-engineering/axe-core-playwright/accessibility-rules-exceptions/SKILL.md,90ee714c387a8ea895d06eafb9228eabf9e6edf21c4ff2a9c304e7b24ae5a596
SK-176,08-quality-engineering,@axe-core/playwright,^4.12.1,accessibility-ci-gates,Accessibility CI Gates,atomic-package-capability,none,skills/08-quality-engineering/axe-core-playwright/accessibility-ci-gates/SKILL.md,13715812e39fdeefff686ba8ef696e46deb3fe3cf7e44f59f41a45eaa5dd4cea
SK-177,08-quality-engineering,vitest,^4.1.10,unit-testing,Unit Testing,atomic-package-capability,none,skills/08-quality-engineering/vitest/unit-testing/SKILL.md,07fa5380872f63afcc29476ff6cb93e5f68c7a83e667162bd04b1f5535ebccba
SK-178,08-quality-engineering,vitest,^4.1.10,integration-testing,Integration Testing,atomic-package-capability,none,skills/08-quality-engineering/vitest/integration-testing/SKILL.md,222eb258eef7378d91bc4ce8cf40eaf6821c6e0f5e21aa4850eeeb8a4ff110fe
SK-179,08-quality-engineering,vitest,^4.1.10,mocks-spies,Mocks and Spies,atomic-package-capability,none,skills/08-quality-engineering/vitest/mocks-spies/SKILL.md,81a9406ab6fce7a43dc22dbd8feff673bb0daa80e0997a03753e983ae6032bdc
SK-180,08-quality-engineering,vitest,^4.1.10,fake-timers,Fake Timers,atomic-package-capability,none,skills/08-quality-engineering/vitest/fake-timers/SKILL.md,9650fb003b044f3d20634acf47da3b6e0ead2ae9afebab60d0dcdf1aea508a90
SK-181,08-quality-engineering,vitest,^4.1.10,snapshot-testing,Snapshot Testing,atomic-package-capability,none,skills/08-quality-engineering/vitest/snapshot-testing/SKILL.md,6d782ebe41e0ff0889351448d734c8c246ea69ab03521f6defca713f482d2d80
SK-182,08-quality-engineering,vitest,^4.1.10,test-projects,Vitest Projects,atomic-package-capability,none,skills/08-quality-engineering/vitest/test-projects/SKILL.md,72f9ef730730ddfe72821c00fe5e32de193f3ded6b060f2de72b83a55b7f9af7
SK-183,08-quality-engineering,vitest,^4.1.10,browser-mode,Vitest Browser Mode,atomic-package-capability,none,skills/08-quality-engineering/vitest/browser-mode/SKILL.md,9ac5e6216cd3cd970b1bbc5354944eb6538f1869e626d949ebce1b13dad8dddb
SK-184,08-quality-engineering,@vitest/coverage-v8,^4.1.10,coverage-collection,Coverage Collection,atomic-package-capability,none,skills/08-quality-engineering/vitest-coverage-v8/coverage-collection/SKILL.md,5cc2f584532c8d4d20c28aad469c31d1cbf9f2fa33ef2f81fbd6cac616ba6c10
SK-185,08-quality-engineering,@vitest/coverage-v8,^4.1.10,coverage-reporting,Coverage Reporting,atomic-package-capability,none,skills/08-quality-engineering/vitest-coverage-v8/coverage-reporting/SKILL.md,e63c5eca1d5f8669c24723ec7f4ce19a80b67b9a01dc8b2bc9420de2d48d700b
SK-186,08-quality-engineering,@vitest/coverage-v8,^4.1.10,coverage-thresholds,Coverage Thresholds,atomic-package-capability,none,skills/08-quality-engineering/vitest-coverage-v8/coverage-thresholds/SKILL.md,a19aea6deb9bb38ea62a62a4f58da64ef2987ef42660cf46e3f6251d90aed15a
SK-187,08-quality-engineering,typescript,^5,type-contracts,Type Contracts,atomic-package-capability,none,skills/08-quality-engineering/typescript/type-contracts/SKILL.md,626a69ca2958ebd05ecd66b511ec4f851a482d7cc554992db0d43b495f258ea7
SK-188,08-quality-engineering,typescript,^5,generics,Generics,atomic-package-capability,none,skills/08-quality-engineering/typescript/generics/SKILL.md,2f68c40bbf02648b496b7d8d8f1d739e65815bff66b5e495e69ed3b7899d6d70
SK-189,08-quality-engineering,typescript,^5,narrowing-unions,Narrowing and Unions,atomic-package-capability,none,skills/08-quality-engineering/typescript/narrowing-unions/SKILL.md,57616f42c386a9bb5476a629f96af36b0bca01dc23bf613e7ee25d02bbb062e9
SK-190,08-quality-engineering,typescript,^5,derived-types,Derived Types,atomic-package-capability,none,skills/08-quality-engineering/typescript/derived-types/SKILL.md,a6ad3266f8172e547378a66a1e8fa6778d316dfbdf0703f2ba205f18421c77f1
SK-191,08-quality-engineering,typescript,^5,module-boundaries,Module Boundaries,atomic-package-capability,none,skills/08-quality-engineering/typescript/module-boundaries/SKILL.md,81a3fcff8764ca0855102a70bb7c143ea81e5014d7394c2681287aa59284c9cd
SK-192,08-quality-engineering,typescript,^5,typescript-configuration,TypeScript Configuration,atomic-package-capability,none,skills/08-quality-engineering/typescript/typescript-configuration/SKILL.md,76e46a951da6e00425334a73dc148c57e42091dac855297f7b5bf89a324677e1
SK-193,08-quality-engineering,typescript,^5,typecheck-gates,Type-checking Gates,atomic-package-capability,none,skills/08-quality-engineering/typescript/typecheck-gates/SKILL.md,e49e2a9b183417eed959a4430971dc034e2e97cffb6f6c40a318e4137c94e1cd
SK-194,08-quality-engineering,eslint,^9.39.5,lint-rule-architecture,Lint Rule Architecture,atomic-package-capability,none,skills/08-quality-engineering/eslint/lint-rule-architecture/SKILL.md,43d1113016c51eed602399c9d021742fc3aa39ff32e7c4fa025501902246e604
SK-195,08-quality-engineering,eslint,^9.39.5,flat-config,ESLint Flat Configuration,atomic-package-capability,none,skills/08-quality-engineering/eslint/flat-config/SKILL.md,701b865c46d3fcb62977f05f7a56f0e13633493881dca3a1fc2c478f4f9a8578
SK-196,08-quality-engineering,eslint,^9.39.5,lint-autofix,Lint Auto-fix,atomic-package-capability,none,skills/08-quality-engineering/eslint/lint-autofix/SKILL.md,43e8db519db6b02751c998da71514b259e673252bf8a694d0e62d5bc122988d9
SK-197,08-quality-engineering,eslint,^9.39.5,lint-quality-gates,Lint Quality Gates,atomic-package-capability,none,skills/08-quality-engineering/eslint/lint-quality-gates/SKILL.md,6a38264304e56b6547293c73799e1998552e4a0beea7ac0a1b4a6ca65c80b835
SK-198,08-quality-engineering,eslint-config-next,16.2.11,next-react-linting,Next.js and React Linting,atomic-package-capability,none,skills/08-quality-engineering/eslint-config-next/next-react-linting/SKILL.md,282185f8f810ad6beecf0416d552871c45a47c8d967af7f37118542579b80b94
SK-199,08-quality-engineering,eslint-config-next,16.2.11,core-web-vitals-linting,Core Web Vitals Linting,atomic-package-capability,none,skills/08-quality-engineering/eslint-config-next/core-web-vitals-linting/SKILL.md,5708252feadeef8f8147a4812e502092af6ec60ce03f93652b14d83f59c97e10
SK-200,08-quality-engineering,tsx,^4.23.1,typescript-script-execution,TypeScript Script Execution,atomic-package-capability,none,skills/08-quality-engineering/tsx/typescript-script-execution/SKILL.md,649957a23cb40aa0a8f5596e1ba87c64f2523f5460ef2f107fa6d71107ca50bd
SK-201,08-quality-engineering,tsx,^4.23.1,typescript-cli-automation,TypeScript CLI Automation,atomic-package-capability,none,skills/08-quality-engineering/tsx/typescript-cli-automation/SKILL.md,c418f2acb31659f59148aaa10af597bdf41619b7a13b1734ee4f97309100857f
SK-202,08-quality-engineering,@types/node,^22,node-type-contracts,Node.js Type Contracts,atomic-package-capability,none,skills/08-quality-engineering/types-node/node-type-contracts/SKILL.md,4d7c4a0448e2856514b1171abf28fb907e4ea4af6b713c35adeba058637dd290
SK-203,08-quality-engineering,@types/pg,^8.20.0,postgres-type-contracts,PostgreSQL Type Contracts,atomic-package-capability,none,skills/08-quality-engineering/types-pg/postgres-type-contracts/SKILL.md,35b914f8d257e616e4f49b4bea6192cbed97c9ad9d8b1993bfbbeddee62235bd
SK-204,08-quality-engineering,@types/react,^19,react-type-contracts,React Type Contracts,atomic-package-capability,none,skills/08-quality-engineering/types-react/react-type-contracts/SKILL.md,62fa50447d55853bfeed5c88f14cec0b7210debd423be3fd53e6c38d32082cc8
SK-205,08-quality-engineering,@types/react-dom,^19,react-dom-type-contracts,React DOM Type Contracts,atomic-package-capability,none,skills/08-quality-engineering/types-react-dom/react-dom-type-contracts/SKILL.md,907f29c47a953d1e43bffc63e784b99a875e046a6d4d3b291722b435b77e9c81
