id,slug,title,domain_slug,domain_title,pack_slug,pack_title,path,sha256
PLC-096,visual-accessibility,Visual Accessibility,06-ui-design-system-content-accessibility,"UI, Design Systems, Content and Accessibility",accessibility-inclusive-design,Accessibility and Inclusive Design,skills/06-ui-design-system-content-accessibility/accessibility-inclusive-design/visual-accessibility/SKILL.md,eedf4aaef2b5a83adf8ffa954c1600b767028e944f9a37585901ae0ca55e68fa
PLC-097,assistive-technology-experience,Assistive Technology Experience,06-ui-design-system-content-accessibility,"UI, Design Systems, Content and Accessibility",accessibility-inclusive-design,Accessibility and Inclusive Design,skills/06-ui-design-system-content-accessibility/accessibility-inclusive-design/assistive-technology-experience/SKILL.md,8d2778145b8b9ef6665f7712b1e7b66f4532829143290200dfcad27cb34f83b2
PLC-098,inclusive-design-conformance,Inclusive Design Conformance,06-ui-design-system-content-accessibility,"UI, Design Systems, Content and Accessibility",accessibility-inclusive-design,Accessibility and Inclusive Design,skills/06-ui-design-system-content-accessibility/accessibility-inclusive-design/inclusive-design-conformance/SKILL.md,26a20865420934f0dc11c3c5122f4bf32c13df923c1fe230ffa20e48438b3c0e
PLC-099,application-shell-architecture,Application Shell Architecture,07-frontend-client-applications,Frontend and Client Applications,client-architecture,Client Architecture,skills/07-frontend-client-applications/client-architecture/application-shell-architecture/SKILL.md,b5ab26ec6d3602389c9ff7b1ddb559b631e91dac26f9bc3c02f35f48590d7cff
PLC-100,component-boundaries,Component Boundaries,07-frontend-client-applications,Frontend and Client Applications,client-architecture,Client Architecture,skills/07-frontend-client-applications/client-architecture/component-boundaries/SKILL.md,e0bb404de695268aa574b00c14ef2395c5e95f5bdae95ea26023a848fde9b5a7
PLC-101,client-routing-and-navigation,Client Routing and Navigation,07-frontend-client-applications,Frontend and Client Applications,client-architecture,Client Architecture,skills/07-frontend-client-applications/client-architecture/client-routing-and-navigation/SKILL.md,0b3d792dee2e9d76d21f77f9bf014edfb7da5bf6317bc7dd4ef94adeae71f885
PLC-102,client-dependency-management,Client Dependency Management,07-frontend-client-applications,Frontend and Client Applications,client-architecture,Client Architecture,skills/07-frontend-client-applications/client-architecture/client-dependency-management/SKILL.md,5e22134203c7df4e59c5ca3b21fce847d528975e5acf9f66f9f069cf5729458a
PLC-103,local-state-design,Local State Design,07-frontend-client-applications,Frontend and Client Applications,state-data-flow,State and Data Flow,skills/07-frontend-client-applications/state-data-flow/local-state-design/SKILL.md,a362734caeef1e8e0984062b8304e2fd04688a65b98a8036e7102a3c2609c2c4
PLC-104,shared-state-design,Shared State Design,07-frontend-client-applications,Frontend and Client Applications,state-data-flow,State and Data Flow,skills/07-frontend-client-applications/state-data-flow/shared-state-design/SKILL.md,99abcec7e50c7eb184b626524f6d9a2a850c98a1cc009c083cd5b6d3f21dc10b
PLC-105,server-state-synchronization,Server State Synchronization,07-frontend-client-applications,Frontend and Client Applications,state-data-flow,State and Data Flow,skills/07-frontend-client-applications/state-data-flow/server-state-synchronization/SKILL.md,dc6248e9782dd23c91a719f7b85b8b46ec2a88065cec3352220cb4b59c25b8f5
PLC-106,optimistic-interaction,Optimistic Interaction,07-frontend-client-applications,Frontend and Client Applications,state-data-flow,State and Data Flow,skills/07-frontend-client-applications/state-data-flow/optimistic-interaction/SKILL.md,d917e2fdf38f5920a433fe806620cbfbc6ed2205396af07a96b69b28a1638f2b
PLC-107,rendering-performance,Rendering Performance,07-frontend-client-applications,Frontend and Client Applications,rendering-interaction,Rendering and Interaction,skills/07-frontend-client-applications/rendering-interaction/rendering-performance/SKILL.md,8cd634731cb96849ada78df411f0bdb2fb9ecaccf88a20327eb27f30ec60b93f
PLC-108,asset-loading,Asset Loading,07-frontend-client-applications,Frontend and Client Applications,rendering-interaction,Rendering and Interaction,skills/07-frontend-client-applications/rendering-interaction/asset-loading/SKILL.md,c8c4001d2955ba2589dfcbfbdbf570441f0882fe36a4d2f03e09a2931e3e8c01
PLC-109,progressive-enhancement,Progressive Enhancement,07-frontend-client-applications,Frontend and Client Applications,rendering-interaction,Rendering and Interaction,skills/07-frontend-client-applications/rendering-interaction/progressive-enhancement/SKILL.md,be9d97c98d320070380a088b967ddd8d06b7373ff42e6e9cbf108c64ec93d1d7
PLC-110,offline-resilience,Offline Resilience,07-frontend-client-applications,Frontend and Client Applications,rendering-interaction,Rendering and Interaction,skills/07-frontend-client-applications/rendering-interaction/offline-resilience/SKILL.md,e40f2c6fa7a7b9a62e2b2d8fd297017cf88333c05875669300ef7840d69fc3eb
PLC-111,client-error-recovery,Client Error Recovery,07-frontend-client-applications,Frontend and Client Applications,client-quality,Client Quality,skills/07-frontend-client-applications/client-quality/client-error-recovery/SKILL.md,61c8a8fe21606d87f03bfdad6d1758139ec2f291ea8e0524ea851fc68997912a
PLC-112,cross-browser-compatibility,Cross Browser Compatibility,07-frontend-client-applications,Frontend and Client Applications,client-quality,Client Quality,skills/07-frontend-client-applications/client-quality/cross-browser-compatibility/SKILL.md,08fa8715d44dbdd095e11fca1b6655d9a53ae67deab527ef1491668926ca701c
PLC-113,client-security-boundaries,Client Security Boundaries,07-frontend-client-applications,Frontend and Client Applications,client-quality,Client Quality,skills/07-frontend-client-applications/client-quality/client-security-boundaries/SKILL.md,7d0e568914b542d2c3e81e36f7c11b670e4276405d1b7f0240da65361bc87c25
PLC-114,frontend-observability,Frontend Observability,07-frontend-client-applications,Frontend and Client Applications,client-quality,Client Quality,skills/07-frontend-client-applications/client-quality/frontend-observability/SKILL.md,ba3d44f6c0cde3c5a0e7357797132faa94eef0916fa22c9867ffaa713d4916db
PLC-115,service-boundaries,Service Boundaries,08-backend-apis-services,"Backend, APIs and Services",service-architecture,Service Architecture,skills/08-backend-apis-services/service-architecture/service-boundaries/SKILL.md,e4752dad182770faf9a84ab2edf5efda8500cde04cdc142a20846b16b91ef4b1
PLC-116,modular-backend-design,Modular Backend Design,08-backend-apis-services,"Backend, APIs and Services",service-architecture,Service Architecture,skills/08-backend-apis-services/service-architecture/modular-backend-design/SKILL.md,8b2c04e822c025a12af8fdd73004867e0cbcac728e4995ca59d5832f3c306497
PLC-117,domain-service-design,Domain Service Design,08-backend-apis-services,"Backend, APIs and Services",service-architecture,Service Architecture,skills/08-backend-apis-services/service-architecture/domain-service-design/SKILL.md,85c12cf82a5a5bf152db206c71a176b602655c9df855a974825f99f5beed4e7e
PLC-118,asynchronous-processing,Asynchronous Processing,08-backend-apis-services,"Backend, APIs and Services",service-architecture,Service Architecture,skills/08-backend-apis-services/service-architecture/asynchronous-processing/SKILL.md,4919e508b6f7cdd13af803bf987b9702e2176ff05eeebe6e4ea535601c7a8ee2
PLC-119,api-contract-design,API Contract Design,08-backend-apis-services,"Backend, APIs and Services",api-design,API Design,skills/08-backend-apis-services/api-design/api-contract-design/SKILL.md,983a45e407688e025c4e4fc5312978eb8bbd44a693528aa99da78bcb2147f9a7
PLC-120,resource-modeling,Resource Modeling,08-backend-apis-services,"Backend, APIs and Services",api-design,API Design,skills/08-backend-apis-services/api-design/resource-modeling/SKILL.md,c3ebbf15755e9e9bf94b62872849ec45efd8d1203be6c34511f6a3ce31bee269
PLC-121,api-versioning,API Versioning,08-backend-apis-services,"Backend, APIs and Services",api-design,API Design,skills/08-backend-apis-services/api-design/api-versioning/SKILL.md,cabf17a7e50b72b712efa1897c8e0fa407ff9b9a9d54a72b18056c75b6adf710
PLC-122,pagination-filtering-and-sorting,Pagination Filtering and Sorting,08-backend-apis-services,"Backend, APIs and Services",api-design,API Design,skills/08-backend-apis-services/api-design/pagination-filtering-and-sorting/SKILL.md,c449ac4428c792d3fde9305376123d19ad84e8fc044deaf5006a532389eaa106
PLC-123,api-idempotency,API Idempotency,08-backend-apis-services,"Backend, APIs and Services",api-design,API Design,skills/08-backend-apis-services/api-design/api-idempotency/SKILL.md,1b44b0e2e967d7de497f8eb97b8dc2c215112f2b11c2a3850e4d9e47db964b3e
PLC-124,validation-orchestration,Validation Orchestration,08-backend-apis-services,"Backend, APIs and Services",domain-processing,Domain Processing,skills/08-backend-apis-services/domain-processing/validation-orchestration/SKILL.md,78a1e4eb27eafefc27a55feeed19b7aa609c82c052fe274c23d5dd9661726a01
PLC-125,transaction-boundaries,Transaction Boundaries,08-backend-apis-services,"Backend, APIs and Services",domain-processing,Domain Processing,skills/08-backend-apis-services/domain-processing/transaction-boundaries/SKILL.md,46fad0820724c85fca014e6a32649a6d17c32a56d1639c9322105b18f84a4252
PLC-126,workflow-state-machines,Workflow State Machines,08-backend-apis-services,"Backend, APIs and Services",domain-processing,Domain Processing,skills/08-backend-apis-services/domain-processing/workflow-state-machines/SKILL.md,7022c1e035a6f5432a720a409729162e1a2fa9b3bad6da0b37255b82c6014315
PLC-127,background-jobs,Background Jobs,08-backend-apis-services,"Backend, APIs and Services",domain-processing,Domain Processing,skills/08-backend-apis-services/domain-processing/background-jobs/SKILL.md,a5777f6a210636ed75278424e4abd0c0867572cf7cf6a2af60a7228461db4d6a
PLC-128,backend-error-model,Backend Error Model,08-backend-apis-services,"Backend, APIs and Services",backend-operations,Backend Operations,skills/08-backend-apis-services/backend-operations/backend-error-model/SKILL.md,8002a5d9e8e1db0c9acb0b6edba4d10045fd13a9d7db9d22aa49391c2d5cde30
PLC-129,service-configuration,Service Configuration,08-backend-apis-services,"Backend, APIs and Services",backend-operations,Backend Operations,skills/08-backend-apis-services/backend-operations/service-configuration/SKILL.md,471b3c62f49c56fce8c809c747a784982949c1628f764ca4fb1f4ae417164a54
PLC-130,backend-observability,Backend Observability,08-backend-apis-services,"Backend, APIs and Services",backend-operations,Backend Operations,skills/08-backend-apis-services/backend-operations/backend-observability/SKILL.md,493176b9bcb3e081d8a56df22d889522033ed4a67192f3042672307b3b6c7d4f
PLC-131,backend-scalability,Backend Scalability,08-backend-apis-services,"Backend, APIs and Services",backend-operations,Backend Operations,skills/08-backend-apis-services/backend-operations/backend-scalability/SKILL.md,cccff1705ab4b6cae8b2d12a0d2f28fb3fd7a1df37d4f46c50f63eccedba1f5d
PLC-132,conceptual-data-model,Conceptual Data Model,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-modeling,Data Modeling,skills/09-data-databases-analytics-intelligence/data-modeling/conceptual-data-model/SKILL.md,d3e72eb5fed9dbdeccb3c366643ceba97a1ec24a93d2a09cb25509644b1f7b28
PLC-133,logical-data-model,Logical Data Model,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-modeling,Data Modeling,skills/09-data-databases-analytics-intelligence/data-modeling/logical-data-model/SKILL.md,aa869202d6e34a80b83deffb5760f0b1324df3554a604db606100257974c6312
PLC-134,physical-data-model,Physical Data Model,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-modeling,Data Modeling,skills/09-data-databases-analytics-intelligence/data-modeling/physical-data-model/SKILL.md,14eaf6543e6ec94fa32d26512cfcb6ba10554e31bf45a21f48fecb412136617e
PLC-135,master-and-reference-data,Master and Reference Data,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-modeling,Data Modeling,skills/09-data-databases-analytics-intelligence/data-modeling/master-and-reference-data/SKILL.md,d1bb6f26a4f0e20959c604fb9b1e1505e02205880d34f4809b21b8d05b70e464
PLC-136,ingestion-pipeline,Ingestion Pipeline,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-platform,Data Platform,skills/09-data-databases-analytics-intelligence/data-platform/ingestion-pipeline/SKILL.md,e3265447476dc8a600e1ab698d5b2fc869f0bd6d332995cb5fcb40622fbed538
PLC-137,transformation-modeling,Transformation Modeling,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-platform,Data Platform,skills/09-data-databases-analytics-intelligence/data-platform/transformation-modeling/SKILL.md,116625085271e4c9fa8924ca1dddbcbe03d1fac031740a2c25a9a6016d76c68c
PLC-138,storage-architecture,Storage Architecture,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-platform,Data Platform,skills/09-data-databases-analytics-intelligence/data-platform/storage-architecture/SKILL.md,4f54d31aaa174d8be34b20445502f1c5737ff26d73914d7d3a328405afb02442
PLC-139,data-serving,Data Serving,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-platform,Data Platform,skills/09-data-databases-analytics-intelligence/data-platform/data-serving/SKILL.md,3fd57b32d18cba28f9e8862aa03b66eb67577222348952ddc54750dc85da1d12
PLC-140,metric-definition,Metric Definition,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",analytics,Analytics,skills/09-data-databases-analytics-intelligence/analytics/metric-definition/SKILL.md,f0570bd55225d88bf09f9bb5ef782382e0b73d80bab9d31a25181abf46852cb3
PLC-141,semantic-layer,Semantic Layer,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",analytics,Analytics,skills/09-data-databases-analytics-intelligence/analytics/semantic-layer/SKILL.md,8429ac5cd85e09dbabf427e35fc51635452a23e3073a7ecc970a2f08eafd2028
PLC-142,analytical-modeling,Analytical Modeling,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",analytics,Analytics,skills/09-data-databases-analytics-intelligence/analytics/analytical-modeling/SKILL.md,610a94c24ce6f63b48e56a9f158101a3d2fcb9d3c9383425029b7c7fb4bd5603
PLC-143,dashboard-information-design,Dashboard Information Design,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",analytics,Analytics,skills/09-data-databases-analytics-intelligence/analytics/dashboard-information-design/SKILL.md,8eb611071052fe61f06fb270da268d3078dbb835f6bd7986ed5535331c2568c1
PLC-144,data-quality-rules,Data Quality Rules,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-quality-governance,Data Quality and Governance,skills/09-data-databases-analytics-intelligence/data-quality-governance/data-quality-rules/SKILL.md,139395fda0624dad9964b6968febacf4be83ac7fcb0d4519d1afb4c737196f8d
PLC-145,lineage-and-metadata,Lineage and Metadata,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-quality-governance,Data Quality and Governance,skills/09-data-databases-analytics-intelligence/data-quality-governance/lineage-and-metadata/SKILL.md,11e8328c5789b65459af87145640e848b885c20a4025b54dd58828cbdf349b68
PLC-146,retention-and-archival,Retention and Archival,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-quality-governance,Data Quality and Governance,skills/09-data-databases-analytics-intelligence/data-quality-governance/retention-and-archival/SKILL.md,2d585f8311fb5d05f7f004e5e5a67eeeb8193f9fc60f3eb81df18911812d3a52
PLC-147,data-access-governance,Data Access Governance,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",data-quality-governance,Data Quality and Governance,skills/09-data-databases-analytics-intelligence/data-quality-governance/data-access-governance/SKILL.md,a210d37cd4569ff7ed201559a7b30ff9934f0577f9066025486784b6d02bfc47
PLC-148,machine-learning-opportunity-assessment,Machine Learning Opportunity Assessment,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",intelligence-ml,Intelligence and Machine Learning,skills/09-data-databases-analytics-intelligence/intelligence-ml/machine-learning-opportunity-assessment/SKILL.md,0c24a210e74e1d9e82bb6ad54496eec74b6c2510ac330f5af558021999ebd521
PLC-149,feature-data-design,Feature Data Design,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",intelligence-ml,Intelligence and Machine Learning,skills/09-data-databases-analytics-intelligence/intelligence-ml/feature-data-design/SKILL.md,20167f9b32582362b4c4fc79d824945403a097b443db595ac6a55d4fa41ae7fd
PLC-150,model-lifecycle,Model Lifecycle,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",intelligence-ml,Intelligence and Machine Learning,skills/09-data-databases-analytics-intelligence/intelligence-ml/model-lifecycle/SKILL.md,b205ea541914f817b633de1ca6b4ad21410bce911dd506f9e2ac01685c5ab242
PLC-151,responsible-ai-controls,Responsible AI Controls,09-data-databases-analytics-intelligence,"Data, Databases, Analytics and Intelligence",intelligence-ml,Intelligence and Machine Learning,skills/09-data-databases-analytics-intelligence/intelligence-ml/responsible-ai-controls/SKILL.md,907753ecb70bd12f6e1e58d0923a0b7df99a212d733da6afffa7890fecbf8a90
PLC-152,threat-modeling,Threat Modeling,10-security-privacy-compliance,"Security, Privacy and Compliance",security-architecture,Security Architecture,skills/10-security-privacy-compliance/security-architecture/threat-modeling/SKILL.md,abf0fb843e14f4188687ebe9331d0728e66ad73c8203d306bbd34e2fb466f0ad
PLC-153,trust-boundary-design,Trust Boundary Design,10-security-privacy-compliance,"Security, Privacy and Compliance",security-architecture,Security Architecture,skills/10-security-privacy-compliance/security-architecture/trust-boundary-design/SKILL.md,f464167154222189c833dc3feff155e9a226373c5109e878c529b500855beab3
PLC-154,security-control-architecture,Security Control Architecture,10-security-privacy-compliance,"Security, Privacy and Compliance",security-architecture,Security Architecture,skills/10-security-privacy-compliance/security-architecture/security-control-architecture/SKILL.md,aba96d0045e23a3be7cff0cfa77bfbc7c968834bd05d6bf63cbdc5ec0500510a
PLC-155,secrets-and-key-management,Secrets and Key Management,10-security-privacy-compliance,"Security, Privacy and Compliance",security-architecture,Security Architecture,skills/10-security-privacy-compliance/security-architecture/secrets-and-key-management/SKILL.md,ff5443848cb9c175f6cefeff7cec920393059306ebde952d61dfa2458a901659
PLC-156,authentication-design,Authentication Design,10-security-privacy-compliance,"Security, Privacy and Compliance",identity-access,Identity and Access,skills/10-security-privacy-compliance/identity-access/authentication-design/SKILL.md,853b439a129fbeb8f61ef35cc8ed708684c20c4a8b4992eb7b272bc3b67c432d
PLC-157,authorization-model,Authorization Model,10-security-privacy-compliance,"Security, Privacy and Compliance",identity-access,Identity and Access,skills/10-security-privacy-compliance/identity-access/authorization-model/SKILL.md,1dfaf53850fc4f61c69c8bd01bfda135ef2813ac44b3de20b5597af3d4b775fa
PLC-158,tenant-isolation,Tenant Isolation,10-security-privacy-compliance,"Security, Privacy and Compliance",identity-access,Identity and Access,skills/10-security-privacy-compliance/identity-access/tenant-isolation/SKILL.md,95caa3b66dbde33a4c5da103719f3b8e359feec9ecb38a48774ac22e0780ef7c
PLC-159,privileged-access-management,Privileged Access Management,10-security-privacy-compliance,"Security, Privacy and Compliance",identity-access,Identity and Access,skills/10-security-privacy-compliance/identity-access/privileged-access-management/SKILL.md,ff0dd866230039dc74301a3108ca2dd6507ab62b24f997dbc26bc754a2758229
PLC-160,secure-input-and-output,Secure Input and Output,10-security-privacy-compliance,"Security, Privacy and Compliance",application-security,Application Security,skills/10-security-privacy-compliance/application-security/secure-input-and-output/SKILL.md,f06e867056ed068c1135b74854570225a747abf73a7f2144d22c81a1b108af5f
PLC-161,session-and-csrf-protection,Session and CSRF Protection,10-security-privacy-compliance,"Security, Privacy and Compliance",application-security,Application Security,skills/10-security-privacy-compliance/application-security/session-and-csrf-protection/SKILL.md,cec5582dcb23df0a96a6ecbeafd55dff559ed8f257c8360b978c7356fcefdaf4
PLC-162,dependency-and-supply-chain-security,Dependency and Supply Chain Security,10-security-privacy-compliance,"Security, Privacy and Compliance",application-security,Application Security,skills/10-security-privacy-compliance/application-security/dependency-and-supply-chain-security/SKILL.md,87010fe4a453ab7f358a7f89c62eedf608596b92d4e61cdd1ec40da71c786825
PLC-163,security-testing,Security Testing,10-security-privacy-compliance,"Security, Privacy and Compliance",application-security,Application Security,skills/10-security-privacy-compliance/application-security/security-testing/SKILL.md,c828c1bea60f29fea3b0677b2e256fa339db6725f1c468e186dc72f7ec9a2c55
PLC-164,privacy-by-design,Privacy by Design,10-security-privacy-compliance,"Security, Privacy and Compliance",privacy,Privacy,skills/10-security-privacy-compliance/privacy/privacy-by-design/SKILL.md,f660bfb3d37ae76f594e9e8a15da7cc8399349a08c41613a11130f7e7033b15e
PLC-165,consent-and-preference-management,Consent and Preference Management,10-security-privacy-compliance,"Security, Privacy and Compliance",privacy,Privacy,skills/10-security-privacy-compliance/privacy/consent-and-preference-management/SKILL.md,9285348d9969c66896b787b41bbf0a3acc0be0332b4bdcb9e9583643c5323830
PLC-166,data-subject-rights,Data Subject Rights,10-security-privacy-compliance,"Security, Privacy and Compliance",privacy,Privacy,skills/10-security-privacy-compliance/privacy/data-subject-rights/SKILL.md,5f3106df41bceb898313f3f9a3cb2fd171005dfa9197685c827faf913355c485
PLC-167,control-mapping,Control Mapping,10-security-privacy-compliance,"Security, Privacy and Compliance",compliance,Compliance,skills/10-security-privacy-compliance/compliance/control-mapping/SKILL.md,1dbcb0a62ce44b9ae2ccf146c13f00679e2f2a60be4efb539c48358fa5dcd947
PLC-168,audit-evidence-management,Audit Evidence Management,10-security-privacy-compliance,"Security, Privacy and Compliance",compliance,Compliance,skills/10-security-privacy-compliance/compliance/audit-evidence-management/SKILL.md,1aea891ffa9fcc7b2a33dbcdf173e556b2293e348c3e32e10f5e1d10382586fe
PLC-169,regulatory-change-management,Regulatory Change Management,10-security-privacy-compliance,"Security, Privacy and Compliance",compliance,Compliance,skills/10-security-privacy-compliance/compliance/regulatory-change-management/SKILL.md,62da0a987e445f39cf8c643dc264762594545d99ba4ab2858cd959d9a3dc4e2d
PLC-170,risk-based-test-strategy,Risk Based Test Strategy,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/risk-based-test-strategy/SKILL.md,39ae7b5ec2fcb831b45c1356b12159f899272a106f0dea73738685ea715bd2c7
PLC-171,quality-attribute-coverage,Quality Attribute Coverage,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/quality-attribute-coverage/SKILL.md,8adb86980fbbc56d061b5d16f7f4353efc29ef4200e6402bfad8ae40ab20c010
PLC-172,test-pyramid-design,Test Pyramid Design,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/test-pyramid-design/SKILL.md,ccd4f40374224c2624377155cdceaa463c55e37a350f34b96d6ed8f7668ae4cf
PLC-173,acceptance-test-design,Acceptance Test Design,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/acceptance-test-design/SKILL.md,95bdc3fb5d31c69846ff0964331caf98b180caacf236440ce1ac827147d9704a
PLC-174,quality-gates,Quality Gates,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/quality-gates/SKILL.md,f570b1ccab6ee0c56da81acf1517b19336c574cefba69bfb99474aa17ac0ab68
PLC-175,defect-prevention,Defect Prevention,11-quality-testing-validation,"Quality, Testing and Validation",quality-strategy,Quality Strategy,skills/11-quality-testing-validation/quality-strategy/defect-prevention/SKILL.md,51af5883d48ab409c17234eca2ee126281e6d7b8f9f13c8ea7ec8f3b8346b85c
PLC-176,unit-test-design,Unit Test Design,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/unit-test-design/SKILL.md,81a3b641c251e0242d497d4282415761f34464bc58c3f4f0e84e22d42846bebb
PLC-177,integration-test-design,Integration Test Design,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/integration-test-design/SKILL.md,b70c6b1eba9299677a8e3cf95b0c5552c117c93d3a61682d80290998bdabfc25
PLC-178,contract-test-design,Contract Test Design,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/contract-test-design/SKILL.md,cffed8b7573ba867e31f3557b5b6087a8acb7474609fcb5840d83f523afc45c3
PLC-179,end-to-end-test-design,End to End Test Design,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/end-to-end-test-design/SKILL.md,93176548bb7d5a99efbf07ca945ea79d3fdc1dfe1f0840e7359c6aaabd84f433
PLC-180,visual-regression-testing,Visual Regression Testing,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/visual-regression-testing/SKILL.md,c8fa03b9fccb087c86a4d479264b31adbb39cd2c5ccd4c62ed85da0c03f6ef8d
PLC-181,accessibility-testing,Accessibility Testing,11-quality-testing-validation,"Quality, Testing and Validation",automated-validation,Automated Validation,skills/11-quality-testing-validation/automated-validation/accessibility-testing/SKILL.md,c3663602b6f088d25d56fd4f04c850eae000d7a9a9e2e88305c5130c469fcb91
PLC-182,performance-testing,Performance Testing,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/performance-testing/SKILL.md,137bc0d6389cfb7315cbd1e8c91e9a1dccb8b8f35086c2fd97c6b6109489a32d
PLC-183,security-validation,Security Validation,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/security-validation/SKILL.md,e9787fbfaf89acf077b95033b65a014dbd9d3651f605e4633a13932fa55b2e04
PLC-184,reliability-testing,Reliability Testing,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/reliability-testing/SKILL.md,2fab5fd6bad19d572f7823ef4b0cf10fd9acff4967e7c43dab32b48e2e471162
PLC-185,test-data-management,Test Data Management,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/test-data-management/SKILL.md,cf10afb2a3d62160aff3eca3ccb6bca94d8118f62cbac3e8104c56acde21aa19
PLC-186,test-environment-management,Test Environment Management,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/test-environment-management/SKILL.md,4f4eb2b01c5fb37f0cd5fad2e7f676b92e9f4f0daec9471100761c161f194dc0
PLC-187,release-quality-assessment,Release Quality Assessment,11-quality-testing-validation,"Quality, Testing and Validation",assurance-governance,Assurance and Governance,skills/11-quality-testing-validation/assurance-governance/release-quality-assessment/SKILL.md,1d28ba38eab8543c60fb769a0fc11587ec916df64e77423157f61ae5d638a70a
PLC-188,internal-platform-design,Internal Platform Design,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",platform-engineering,Platform Engineering,skills/12-platform-cloud-devops-cicd/platform-engineering/internal-platform-design/SKILL.md,9b3c2be941a8a1a56d1d47bdae6591be782c57c97e8b2227d611c4193cf20760
PLC-189,developer-self-service,Developer Self Service,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",platform-engineering,Platform Engineering,skills/12-platform-cloud-devops-cicd/platform-engineering/developer-self-service/SKILL.md,d9f3ddfef9c8bf10df2eb2893103d05b279730ff431c2b6e19776f90ce52d240
PLC-190,golden-paths,Golden Paths,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",platform-engineering,Platform Engineering,skills/12-platform-cloud-devops-cicd/platform-engineering/golden-paths/SKILL.md,81be64e4ab41546759e2d10e833a025b720847b03c536b37aa87d0e0a9db69fe
PLC-191,platform-product-management,Platform Product Management,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",platform-engineering,Platform Engineering,skills/12-platform-cloud-devops-cicd/platform-engineering/platform-product-management/SKILL.md,4e8eafab4fc03bc193bf18c7d5dc6eca928a074ab9c87820a77492329762a62f
PLC-192,infrastructure-as-code,Infrastructure as Code,12-platform-cloud-devops-cicd,"Platform, Cloud, DevOps and CI/CD",infrastructure,Infrastructure,skills/12-platform-cloud-devops-cicd/infrastructure/infrastructure-as-code/SKILL.md,08e21e582e8e0eaa0fe83533462435f805a33a51dcd81a4c8bc425f27b06a010
