id,slug,domain,pack,discover,assess,frame,research,validate,define,decompose,specify,model,design,compare,prototype,implement,automate,execute,verify,operate,detect,respond,learn,optimize,govern,forecast,report,transition,retire,close,exit
PLC-155,secrets-and-key-management,10-security-privacy-compliance,security-architecture,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-156,authentication-design,10-security-privacy-compliance,identity-access,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-157,authorization-model,10-security-privacy-compliance,identity-access,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-158,tenant-isolation,10-security-privacy-compliance,identity-access,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-159,privileged-access-management,10-security-privacy-compliance,identity-access,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-160,secure-input-and-output,10-security-privacy-compliance,application-security,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-161,session-and-csrf-protection,10-security-privacy-compliance,application-security,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-162,dependency-and-supply-chain-security,10-security-privacy-compliance,application-security,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-163,security-testing,10-security-privacy-compliance,application-security,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-164,privacy-by-design,10-security-privacy-compliance,privacy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-165,consent-and-preference-management,10-security-privacy-compliance,privacy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-166,data-subject-rights,10-security-privacy-compliance,privacy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-167,control-mapping,10-security-privacy-compliance,compliance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-168,audit-evidence-management,10-security-privacy-compliance,compliance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-169,regulatory-change-management,10-security-privacy-compliance,compliance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
PLC-170,risk-based-test-strategy,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-171,quality-attribute-coverage,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-172,test-pyramid-design,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-173,acceptance-test-design,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-174,quality-gates,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-175,defect-prevention,11-quality-testing-validation,quality-strategy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-176,unit-test-design,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-177,integration-test-design,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-178,contract-test-design,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-179,end-to-end-test-design,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-180,visual-regression-testing,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-181,accessibility-testing,11-quality-testing-validation,automated-validation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-182,performance-testing,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-183,security-validation,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-184,reliability-testing,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-185,test-data-management,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-186,test-environment-management,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-187,release-quality-assessment,11-quality-testing-validation,assurance-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-188,internal-platform-design,12-platform-cloud-devops-cicd,platform-engineering,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-189,developer-self-service,12-platform-cloud-devops-cicd,platform-engineering,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-190,golden-paths,12-platform-cloud-devops-cicd,platform-engineering,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-191,platform-product-management,12-platform-cloud-devops-cicd,platform-engineering,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-192,infrastructure-as-code,12-platform-cloud-devops-cicd,infrastructure,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-193,environment-topology,12-platform-cloud-devops-cicd,infrastructure,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-194,network-and-edge-architecture,12-platform-cloud-devops-cicd,infrastructure,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-195,storage-and-compute-selection,12-platform-cloud-devops-cicd,infrastructure,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-196,continuous-integration,12-platform-cloud-devops-cicd,continuous-delivery,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-197,continuous-delivery,12-platform-cloud-devops-cicd,continuous-delivery,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-198,deployment-strategies,12-platform-cloud-devops-cicd,continuous-delivery,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-199,artifact-provenance,12-platform-cloud-devops-cicd,continuous-delivery,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-200,configuration-management,12-platform-cloud-devops-cicd,environment-automation,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-201,secrets-delivery,12-platform-cloud-devops-cicd,environment-automation,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-202,environment-promotion,12-platform-cloud-devops-cicd,environment-automation,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-203,rollback-automation,12-platform-cloud-devops-cicd,environment-automation,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
PLC-204,service-level-objectives,13-reliability-observability-operations,site-reliability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-205,error-budget-management,13-reliability-observability-operations,site-reliability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-206,reliability-risk-analysis,13-reliability-observability-operations,site-reliability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-207,resilience-testing,13-reliability-observability-operations,site-reliability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-208,telemetry-architecture,13-reliability-observability-operations,observability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-209,logging-strategy,13-reliability-observability-operations,observability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-210,metrics-strategy,13-reliability-observability-operations,observability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-211,tracing-strategy,13-reliability-observability-operations,observability,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-212,incident-detection-and-triage,13-reliability-observability-operations,incident-management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-213,incident-response,13-reliability-observability-operations,incident-management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-214,communication-and-status-management,13-reliability-observability-operations,incident-management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-215,post-incident-learning,13-reliability-observability-operations,incident-management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-216,runbook-engineering,13-reliability-observability-operations,operational-excellence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-217,operational-readiness,13-reliability-observability-operations,operational-excellence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-218,capacity-operations,13-reliability-observability-operations,operational-excellence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-219,maintenance-operations,13-reliability-observability-operations,operational-excellence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
PLC-220,performance-budgeting,14-performance-capacity-scalability,performance-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-221,latency-optimization,14-performance-capacity-scalability,performance-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-222,throughput-optimization,14-performance-capacity-scalability,performance-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-223,resource-efficiency,14-performance-capacity-scalability,performance-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-224,workload-modeling,14-performance-capacity-scalability,capacity-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-225,capacity-planning,14-performance-capacity-scalability,capacity-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-226,load-testing,14-performance-capacity-scalability,capacity-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-227,saturation-analysis,14-performance-capacity-scalability,capacity-engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-228,horizontal-scalability,14-performance-capacity-scalability,scalability-patterns,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-229,vertical-scalability,14-performance-capacity-scalability,scalability-patterns,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-230,caching-strategy,14-performance-capacity-scalability,scalability-patterns,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-231,queue-and-backpressure-design,14-performance-capacity-scalability,scalability-patterns,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
PLC-232,integration-requirements,15-integrations-external-ecosystem,integration-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-233,protocol-and-pattern-selection,15-integrations-external-ecosystem,integration-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-234,data-contract-mapping,15-integrations-external-ecosystem,integration-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-235,integration-reliability,15-integrations-external-ecosystem,integration-design,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-236,third-party-due-diligence,15-integrations-external-ecosystem,vendor-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-237,vendor-sla-governance,15-integrations-external-ecosystem,vendor-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-238,vendor-exit-strategy,15-integrations-external-ecosystem,vendor-governance,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-239,partner-api-program,15-integrations-external-ecosystem,ecosystem-enablement,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-240,webhook-and-event-ecosystem,15-integrations-external-ecosystem,ecosystem-enablement,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-241,sandbox-and-developer-portal,15-integrations-external-ecosystem,ecosystem-enablement,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
PLC-242,growth-model,16-growth-experimentation-monetization,growth-strategy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-243,acquisition-strategy,16-growth-experimentation-monetization,growth-strategy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-244,activation-strategy,16-growth-experimentation-monetization,growth-strategy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-245,referral-loop-design,16-growth-experimentation-monetization,growth-strategy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-246,hypothesis-design,16-growth-experimentation-monetization,experimentation,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-247,experiment-design,16-growth-experimentation-monetization,experimentation,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-248,experiment-instrumentation,16-growth-experimentation-monetization,experimentation,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-249,experiment-decision,16-growth-experimentation-monetization,experimentation,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-250,pricing-strategy,16-growth-experimentation-monetization,monetization,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-251,packaging-and-entitlements,16-growth-experimentation-monetization,monetization,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-252,revenue-operations,16-growth-experimentation-monetization,monetization,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-253,engagement-mechanics,16-growth-experimentation-monetization,retention-engagement,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-254,retention-strategy,16-growth-experimentation-monetization,retention-engagement,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-255,lifecycle-messaging,16-growth-experimentation-monetization,retention-engagement,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PLC-256,delivery-model,17-delivery-release-change,delivery-planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-257,work-decomposition,17-delivery-release-change,delivery-planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-258,estimation-and-forecasting,17-delivery-release-change,delivery-planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-259,milestone-planning,17-delivery-release-change,delivery-planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-260,critical-path-management,17-delivery-release-change,delivery-planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-261,release-planning,17-delivery-release-change,release-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-262,release-readiness,17-delivery-release-change,release-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-263,rollout-coordination,17-delivery-release-change,release-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-264,change-communication,17-delivery-release-change,release-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-265,release-verification,17-delivery-release-change,release-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-266,change-impact-assessment,17-delivery-release-change,change-risk-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-267,adoption-management,17-delivery-release-change,change-risk-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-268,delivery-risk-management,17-delivery-release-change,change-risk-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-269,cross-team-dependency-management,17-delivery-release-change,change-risk-management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PLC-270,documentation-architecture,18-documentation-dx-governance,documentation,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-271,api-documentation,18-documentation-dx-governance,documentation,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-272,operational-documentation,18-documentation-dx-governance,documentation,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-273,decision-documentation,18-documentation-dx-governance,documentation,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-274,local-development-experience,18-documentation-dx-governance,developer-experience,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-275,build-feedback-loops,18-documentation-dx-governance,developer-experience,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-276,tooling-automation,18-documentation-dx-governance,developer-experience,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-277,developer-onboarding-experience,18-documentation-dx-governance,developer-experience,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-278,coding-standards,18-documentation-dx-governance,engineering-governance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-279,repository-governance,18-documentation-dx-governance,engineering-governance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-280,technical-debt-governance,18-documentation-dx-governance,engineering-governance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-281,engineering-review-cadence,18-documentation-dx-governance,engineering-governance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLC-282,internationalization-architecture,19-internationalization-localization,internationalization,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-283,locale-aware-formatting,19-internationalization-localization,internationalization,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-284,translation-key-design,19-internationalization-localization,internationalization,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-285,rtl-and-bidirectional-support,19-internationalization-localization,internationalization,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-286,localization-workflow,19-internationalization-localization,localization-operations,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-287,terminology-management,19-internationalization-localization,localization-operations,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-288,linguistic-quality-assurance,19-internationalization-localization,localization-operations,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-289,regional-compliance-adaptation,19-internationalization-localization,localization-operations,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PLC-290,support-channel-design,20-support-customer-operations,support-design,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-291,support-service-levels,20-support-customer-operations,support-design,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-292,self-service-knowledge,20-support-customer-operations,support-design,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-293,escalation-design,20-support-customer-operations,support-design,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-294,case-lifecycle-management,20-support-customer-operations,case-operations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-295,queue-and-workforce-management,20-support-customer-operations,case-operations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-296,customer-communication,20-support-customer-operations,case-operations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-297,feedback-capture,20-support-customer-operations,voice-of-customer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-298,feedback-taxonomy,20-support-customer-operations,voice-of-customer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-299,closed-loop-feedback,20-support-customer-operations,voice-of-customer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PLC-300,cost-allocation,21-cost-sustainability-efficiency,finops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-301,unit-cost-modeling,21-cost-sustainability-efficiency,finops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-302,budget-forecasting,21-cost-sustainability-efficiency,finops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-303,cost-optimization,21-cost-sustainability-efficiency,finops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-304,carbon-footprint-measurement,21-cost-sustainability-efficiency,sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-305,energy-efficiency-engineering,21-cost-sustainability-efficiency,sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-306,sustainable-architecture,21-cost-sustainability-efficiency,sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-307,sustainability-reporting,21-cost-sustainability-efficiency,sustainability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
PLC-308,legacy-assessment,22-migration-deprecation-end-of-life,migration-modernization,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
PLC-309,migration-strategy,22-migration-deprecation-end-of-life,migration-modernization,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
PLC-310,data-migration,22-migration-deprecation-end-of-life,migration-modernization,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
